#Time	sumSignal	LR_Signal	TB_Signal 
199.399399	1.100000	-2.066125	-0.950472
199.699700	1.100000	-1.694877	-0.809571
200.000000	1.100000	-0.000000	0.000000
200.300300	1.100000	1.694877	0.809571
200.600601	1.100000	2.066125	0.950472
200.900901	1.100000	0.913336	0.306324
201.201201	1.100000	-0.743580	-0.590834
201.501502	1.100000	-1.624104	-0.999989
201.801802	1.100000	-1.254605	-0.583196
202.102102	1.100000	-0.190253	0.315291
202.402402	1.100000	0.663728	0.953362
202.702703	1.100000	0.854117	0.803997
203.003003	1.100000	0.566816	-0.009434
203.303303	1.100000	0.204015	-0.815073
203.603604	1.100000	-0.057697	-0.947497
203.903904	1.100000	-0.280553	-0.297330
204.204204	1.100000	-0.486957	0.598419
204.504505	1.100000	-0.530044	0.999900
204.804805	1.100000	-0.279224	0.575507
205.105105	1.100000	0.156092	-0.324230
205.405405	1.100000	0.486235	-0.956167
205.705706	1.100000	0.525936	-0.798352
206.006006	1.100000	0.348220	0.018867
206.306306	1.100000	0.124339	0.820503
206.606607	1.100000	-0.115236	0.944438
206.906907	1.100000	-0.451400	0.288309
207.207207	1.100000	-0.798822	-0.605951
207.507508	1.100000	-0.792230	-0.999722
207.807808	1.100000	-0.122280	-0.567766
208.108108	1.100000	0.965342	0.333140
208.408408	1.100000	1.635686	0.958887
208.708709	1.100000	1.132862	0.792635
209.009009	1.100000	-0.404600	-0.028299
209.309309	1.100000	-1.851971	-0.825859
209.609610	1.100000	-1.982217	-0.941296
209.909910	1.100000	-0.581158	-0.279263
210.210210	1.100000	1.279659	0.613429
210.510511	1.100000	2.133678	0.999455
210.810811	1.100000	1.374828	0.559975
211.111111	1.100000	-0.278006	-0.342020
211.411411	1.100000	-1.492054	-0.961521
211.711712	1.100000	-1.478844	-0.786848
212.012012	1.100000	-0.525485	0.037728
212.312312	1.100000	0.470497	0.831142
212.612613	1.100000	0.864957	0.938069
212.912913	1.100000	0.677463	0.270192
213.213213	1.100000	0.303833	-0.620852
213.513514	1.100000	0.011984	-0.999099
213.813814	1.100000	-0.212921	-0.552134
214.114114	1.100000	-0.433209	0.350870
214.414414	1.100000	-0.545440	0.964070
214.714715	1.100000	-0.384265	0.780990
215.015015	1.100000	0.022635	-0.047154
215.315315	1.100000	0.414167	-0.836351
215.615616	1.100000	0.544585	-0.934759
215.915916	1.100000	0.412999	-0.261097
216.216216	1.100000	0.190622	0.628220
216.516517	1.100000	-0.036451	0.998654
216.816817	1.100000	-0.339411	0.544243
217.117117	1.100000	-0.711493	-0.359689
217.417417	1.100000	-0.856763	-0.966534
217.717718	1.100000	-0.392436	-0.775064
218.018018	1.100000	0.638175	0.056575
218.318318	1.100000	1.534831	0.841485
218.618619	1.100000	1.421253	0.931365
218.918919	1.100000	0.111280	0.251978
219.219219	1.100000	-1.511486	-0.635532
219.519520	1.100000	-2.121736	-0.998120
219.819820	1.100000	-1.117855	-0.536305
220.120120	1.100000	0.767119	0.368475
220.420420	1.100000	2.045792	0.968911
220.720721	1.100000	1.751217	0.769068
221.021021	1.100000	0.231456	-0.065991
221.321321	1.100000	-1.241156	-0.846545
221.621622	1.100000	-1.613909	-0.927889
221.921922	1.100000	-0.859123	-0.242837
222.222222	1.100000	0.217853	0.642788
222.522523	1.100000	0.820651	0.997498
222.822823	1.100000	0.772639	0.528318
223.123123	1.100000	0.413369	-0.377229
223.423423	1.100000	0.087970	-0.971202
223.723724	1.100000	-0.146373	-0.763004
224.024024	1.100000	-0.370328	0.075402
224.324324	1.100000	-0.534667	0.851529
224.624625	1.100000	-0.465271	0.924330
224.924925	1.100000	-0.112332	0.233675
225.225225	1.100000	0.316585	-0.649986
225.525526	1.100000	0.538268	-0.996786
225.825826	1.100000	0.470397	-0.520285
226.126126	1.100000	0.257913	0.385950
226.426426	1.100000	0.034966	0.973406
226.726727	1.100000	-0.236071	0.756872
227.027027	1.100000	-0.604712	-0.084806
227.327327	1.100000	-0.863249	-0.856438
227.627628	1.100000	-0.606378	-0.920689
227.927928	1.100000	0.300595	-0.224491
228.228228	1.100000	1.337855	0.657126
228.528529	1.100000	1.593600	0.995986
228.828829	1.100000	0.595406	0.512205
229.129129	1.100000	-1.074365	-0.394636
229.429429	1.100000	-2.105618	-0.975524
229.729730	1.100000	-1.569369	-0.750672
230.030030	1.100000	0.195951	0.094202
230.330330	1.100000	1.806088	0.861270
230.630631	1.100000	2.010248	0.916966
230.930931	1.100000	0.747039	0.215288
231.231231	1.100000	-0.883212	-0.664208
231.531532	1.100000	-1.641142	-0.995098
231.831832	1.100000	-1.164105	-0.504080
232.132132	1.100000	-0.082472	0.403286
232.432432	1.100000	0.713835	0.977555
232.732733	1.100000	0.840031	0.744406
233.033033	1.100000	0.528411	-0.103590
233.333333	1.100000	0.173205	-0.866025
233.633634	1.100000	-0.080096	-0.913161
233.933934	1.100000	-0.303212	-0.206066
234.234234	1.100000	-0.501875	0.671231
234.534535	1.100000	-0.518643	0.994120
234.834835	1.100000	-0.239837	0.495909
235.135135	1.100000	0.198697	-0.411901
235.435435	1.100000	0.504039	-0.979499
235.735736	1.100000	0.514938	-0.738074
236.036036	1.100000	0.325804	0.112969
236.336336	1.100000	0.102276	0.870704
236.636637	1.100000	-0.143626	0.909275
236.936937	1.100000	-0.489837	0.196825
237.237237	1.100000	-0.821444	-0.678194
237.537538	1.100000	-0.756658	-0.993055
237.837838	1.100000	-0.021950	-0.487695
238.138138	1.100000	1.067346	0.420480
238.438438	1.100000	1.644902	0.981356
238.738739	1.100000	1.013279	0.731675
239.039039	1.100000	-0.576961	-0.122338
239.339339	1.100000	-1.938611	-0.875305
239.639640	1.100000	-1.902117	-0.905308
239.939940	1.100000	-0.390225	-0.187567
240.240240	1.100000	1.430583	0.685097
240.540541	1.100000	2.128246	0.991900
240.840841	1.100000	1.228668	0.479437
241.141141	1.100000	-0.439811	-0.429020
241.441441	1.100000	-1.549564	-0.983126
241.741742	1.100000	-1.412903	-0.725212
242.042042	1.100000	-0.412642	0.131695
242.342342	1.100000	0.541903	0.879828
242.642643	1.100000	0.866997	0.901261
242.942943	1.100000	0.641728	0.178292
243.243243	1.100000	0.269360	-0.691939
243.543544	1.100000	-0.011780	-0.990658
243.843844	1.100000	-0.235357	-0.471137
244.144144	1.100000	-0.452410	0.437523
244.444444	1.100000	-0.543372	0.984808
244.744745	1.100000	-0.351673	0.718684
245.045045	1.100000	0.067736	-0.141041
245.345345	1.100000	0.441214	-0.884273
245.645646	1.100000	0.540942	-0.897133
245.945946	1.100000	0.391978	-0.169001
246.246246	1.100000	0.168449	0.698719
246.546547	1.100000	-0.061742	0.989327
246.846847	1.100000	-0.375974	0.462794
247.147147	1.100000	-0.743372	-0.445987
247.447447	1.100000	-0.842087	-0.986402
247.747748	1.100000	-0.308076	-0.712092
248.048048	1.100000	0.749725	0.150375
248.348348	1.100000	1.580086	0.888639
248.648649	1.100000	1.337474	0.892926
248.948949	1.100000	-0.059011	0.159695
249.249249	1.100000	-1.637351	-0.705437
249.549550	1.100000	-2.092396	-0.987909
249.849850	1.100000	-0.946526	-0.454411
250.150150	1.100000	0.946526	0.454411
250.450450	1.100000	2.092396	0.987909
250.750751	1.100000	1.637351	0.705437
251.051051	1.100000	0.059011	-0.159695
251.351351	1.100000	-1.337474	-0.892926
251.651652	1.100000	-1.580086	-0.888639
251.951952	1.100000	-0.749725	-0.150375
252.252252	1.100000	0.308076	0.712092
252.552553	1.100000	0.842087	0.986402
252.852853	1.100000	0.743372	0.445987
253.153153	1.100000	0.375974	-0.462794
253.453453	1.100000	0.061742	-0.989327
253.753754	1.100000	-0.168449	-0.698719
254.054054	1.100000	-0.391978	0.169001
254.354354	1.100000	-0.540942	0.897133
254.654655	1.100000	-0.441214	0.884273
254.954955	1.100000	-0.067736	0.141041
255.255255	1.100000	0.351673	-0.718684
255.555556	1.100000	0.543372	-0.984808
255.855856	1.100000	0.452410	-0.437523
256.156156	1.100000	0.235357	0.471137
256.456456	1.100000	0.011780	0.990658
256.756757	1.100000	-0.269360	0.691939
257.057057	1.100000	-0.641728	-0.178292
257.357357	1.100000	-0.866997	-0.901261
257.657658	1.100000	-0.541903	-0.879828
257.957958	1.100000	0.412642	-0.131695
258.258258	1.100000	1.412903	0.725212
258.558559	1.100000	1.549564	0.983126
258.858859	1.100000	0.439811	0.429020
259.159159	1.100000	-1.228668	-0.479437
259.459459	1.100000	-2.128246	-0.991900
259.759760	1.100000	-1.430583	-0.685097
260.060060	1.100000	0.390225	0.187567
260.360360	1.100000	1.902117	0.905308
260.660661	1.100000	1.938611	0.875305
260.960961	1.100000	0.576961	0.122338
261.261261	1.100000	-1.013279	-0.731675
261.561562	1.100000	-1.644902	-0.981356
261.861862	1.100000	-1.067346	-0.420480
262.162162	1.100000	0.021950	0.487695
262.462462	1.100000	0.756658	0.993055
262.762763	1.100000	0.821444	0.678194
263.063063	1.100000	0.489837	-0.196825
263.363363	1.100000	0.143626	-0.909275
263.663664	1.100000	-0.102276	-0.870704
263.963964	1.100000	-0.325804	-0.112969
264.264264	1.100000	-0.514938	0.738074
264.564565	1.100000	-0.504039	0.979499
264.864865	1.100000	-0.198697	0.411901
265.165165	1.100000	0.239837	-0.495909
265.465465	1.100000	0.518643	-0.994120
265.765766	1.100000	0.501875	-0.671231
266.066066	1.100000	0.303212	0.206066
266.366366	1.100000	0.080096	0.913161
266.666667	1.100000	-0.173205	0.866025
266.966967	1.100000	-0.528411	0.103590
267.267267	1.100000	-0.840031	-0.744406
267.567568	1.100000	-0.713835	-0.977555
267.867868	1.100000	0.082472	-0.403286
268.168168	1.100000	1.164105	0.504080
268.468468	1.100000	1.641142	0.995098
268.768769	1.100000	0.883212	0.664208
269.069069	1.100000	-0.747039	-0.215288
269.369369	1.100000	-2.010248	-0.916966
269.669670	1.100000	-1.806088	-0.861270
269.969970	1.100000	-0.195951	-0.094202
270.270270	1.100000	1.569369	0.750672
270.570571	1.100000	2.105618	0.975524
270.870871	1.100000	1.074365	0.394636
271.171171	1.100000	-0.595406	-0.512205
271.471471	1.100000	-1.593600	-0.995986
271.771772	1.100000	-1.337855	-0.657126
272.072072	1.100000	-0.300595	0.224491
272.372372	1.100000	0.606378	0.920689
272.672673	1.100000	0.863249	0.856438
272.972973	1.100000	0.604712	0.084806
273.273273	1.100000	0.236071	-0.756872
273.573574	1.100000	-0.034966	-0.973406
273.873874	1.100000	-0.257913	-0.385950
274.174174	1.100000	-0.470397	0.520285
274.474474	1.100000	-0.538268	0.996786
274.774775	1.100000	-0.316585	0.649986
275.075075	1.100000	0.112332	-0.233675
275.375375	1.100000	0.465271	-0.924330
275.675676	1.100000	0.534667	-0.851529
275.975976	1.100000	0.370328	-0.075402
276.276276	1.100000	0.146373	0.763004
276.576577	1.100000	-0.087970	0.971202
276.876877	1.100000	-0.413369	0.377229
277.177177	1.100000	-0.772639	-0.528318
277.477477	1.100000	-0.820651	-0.997498
277.777778	1.100000	-0.217853	-0.642788
278.078078	1.100000	0.859123	0.242837
278.378378	1.100000	1.613909	0.927889
278.678679	1.100000	1.241156	0.846545
278.978979	1.100000	-0.231456	0.065991
279.279279	1.100000	-1.751217	-0.769068
279.579580	1.100000	-2.045792	-0.968911
279.879880	1.100000	-0.767119	-0.368475
280.180180	1.100000	1.117855	0.536305
280.480480	1.100000	2.121736	0.998120
280.780781	1.100000	1.511486	0.635532
281.081081	1.100000	-0.111280	-0.251978
281.381381	1.100000	-1.421253	-0.931365
281.681682	1.100000	-1.534831	-0.841485
281.981982	1.100000	-0.638175	-0.056575
282.282282	1.100000	0.392436	0.775064
282.582583	1.100000	0.856763	0.966534
282.882883	1.100000	0.711493	0.359689
283.183183	1.100000	0.339411	-0.544243
283.483483	1.100000	0.036451	-0.998654
283.783784	1.100000	-0.190622	-0.628220
284.084084	1.100000	-0.412999	0.261097
284.384384	1.100000	-0.544585	0.934759
284.684685	1.100000	-0.414167	0.836351
284.984985	1.100000	-0.022635	0.047154
285.285285	1.100000	0.384265	-0.780990
285.585586	1.100000	0.545440	-0.964070
285.885886	1.100000	0.433209	-0.350870
286.186186	1.100000	0.212921	0.552134
286.486486	1.100000	-0.011984	0.999099
286.786787	1.100000	-0.303833	0.620852
287.087087	1.100000	-0.677463	-0.270192
287.387387	1.100000	-0.864957	-0.938069
287.687688	1.100000	-0.470497	-0.831142
287.987988	1.100000	0.525485	-0.037728
288.288288	1.100000	1.478844	0.786848
288.588589	1.100000	1.492054	0.961521
288.888889	1.100000	0.278006	0.342020
289.189189	1.100000	-1.374828	-0.559975
289.489489	1.100000	-2.133678	-0.999455
289.789790	1.100000	-1.279659	-0.613429
290.090090	1.100000	0.581158	0.279263
290.390390	1.100000	1.982217	0.941296
290.690691	1.100000	1.851971	0.825859
290.990991	1.100000	0.404600	0.028299
291.291291	1.100000	-1.132862	-0.792635
291.591592	1.100000	-1.635686	-0.958887
291.891892	1.100000	-0.965342	-0.333140
292.192192	1.100000	0.122280	0.567766
292.492492	1.100000	0.792230	0.999722
292.792793	1.100000	0.798822	0.605951
293.093093	1.100000	0.451400	-0.288309
293.393393	1.100000	0.115236	-0.944438
293.693694	1.100000	-0.124339	-0.820503
293.993994	1.100000	-0.348220	-0.018867
294.294294	1.100000	-0.525936	0.798352
294.594595	1.100000	-0.486235	0.956167
294.894895	1.100000	-0.156092	0.324230
295.195195	1.100000	0.279224	-0.575507
295.495495	1.100000	0.530044	-0.999900
295.795796	1.100000	0.486957	-0.598419
296.096096	1.100000	0.280553	0.297330
296.396396	1.100000	0.057697	0.947497
296.696697	1.100000	-0.204015	0.815073
296.996997	1.100000	-0.566816	0.009434
297.297297	1.100000	-0.854117	-0.803997
297.597598	1.100000	-0.663728	-0.953362
297.897898	1.100000	0.190253	-0.315291
298.198198	1.100000	1.254605	0.583196
298.498498	1.100000	1.624104	0.999989
298.798799	1.100000	0.743580	0.590834
299.099099	1.100000	-0.913336	-0.306324
299.399399	1.100000	-2.066125	-0.950472
299.699700	1.100000	-1.694877	-0.809571
300.000000	1.100000	-0.000000	-0.000000
